1.0520e+6, 2.9589e+21
1.0541e+6, 2.1483e+21
1.0618e+6, 4.8871e+21
1.0622e+6, 9.6271e+21
1.0697e+6, 1.5965e+22
1.0779e+6, 2.4745e+22
1.0884e+6, 3.6158e+22
1.1044e+6, 5.3993e+22
1.1112e+6, 8.6909e+22
1.1238e+6, 1.3211e+23
1.1388e+6, 1.9078e+23
1.1611e+6, 2.2973e+23
1.1873e+6, 2.9242e+23
1.2059e+6, 3.5097e+23
1.2380e+6, 4.2102e+23
1.2778e+6, 5.0655e+23
1.3167e+6, 5.8967e+23
1.3761e+6, 7.0729e+23
1.4590e+6, 8.4557e+23
1.5636e+6, 9.7921e+23
1.7213e+6, 1.1434e+24
1.9361e+6, 1.2811e+24
2.1780e+6, 1.3776e+24
2.4504e+6, 1.4308e+24
2.7570e+6, 1.4531e+24
3.1017e+6, 1.5307e+24
3.4890e+6, 1.6705e+24
3.9251e+6, 1.7836e+24
4.4159e+6, 1.8573e+24
4.9683e+6, 1.9056e+24
5.5900e+6, 1.9241e+24
6.2898e+6, 1.9241e+24
7.1261e+6, 1.8398e+24
7.8545e+6, 2.1440e+24
8.8567e+6, 2.5840e+24
9.8784e+6, 2.7610e+24
1.0394e+7, 3.3827e+24
1.0786e+7, 4.0555e+24
1.1811e+7, 4.6607e+24
1.3286e+7, 4.9892e+24
1.4947e+7, 5.3101e+24
1.6813e+7, 5.9305e+24
1.8913e+7, 6.3730e+24
2.1275e+7, 7.0178e+24
2.3930e+7, 7.8529e+24
2.6923e+7, 8.1931e+24
3.0291e+7, 8.3418e+24
3.4082e+7, 8.3687e+24
3.8349e+7, 8.3151e+24
4.3148e+7, 8.4280e+24
4.8267e+7, 9.9860e+24
5.4007e+7, 1.0759e+25
6.0764e+7, 1.0933e+25
6.8371e+7, 1.0898e+25
7.6932e+7, 1.0766e+25
8.6566e+7, 1.0587e+25
9.7408e+7, 1.0365e+25
1.0961e+8, 1.0044e+25
1.2335e+8, 9.6331e+24
1.3880e+8, 9.2272e+24
1.5620e+8, 8.8101e+24
1.7578e+8, 8.3365e+24
1.9781e+8, 7.8630e+24
2.2262e+8, 7.3832e+24
2.5053e+8, 6.8971e+24
2.8195e+8, 6.4265e+24
3.1731e+8, 5.9726e+24
3.5710e+8, 5.5330e+24
4.0190e+8, 5.1060e+24
4.5034e+8, 4.5390e+24
5.0904e+8, 4.3455e+24
5.7276e+8, 4.3455e+24
6.4443e+8, 4.3989e+24
7.2511e+8, 4.3707e+24
8.1587e+8, 4.3989e+24
9.1792e+8, 4.5192e+24
1.0328e+9, 4.5865e+24
1.1620e+9, 4.6309e+24
1.3073e+9, 4.9119e+24
1.4707e+9, 5.1191e+24
1.6548e+9, 5.1720e+24
1.8618e+9, 5.2490e+24
2.0947e+9, 5.4343e+24
2.3567e+9, 5.5722e+24
2.6516e+9, 5.6479e+24
2.9834e+9, 5.7726e+24
3.3561e+9, 6.2193e+24
3.7759e+9, 6.4347e+24
4.2485e+9, 6.4471e+24
4.7793e+9, 6.9193e+24
5.3763e+9, 7.5414e+24
6.0488e+9, 7.7427e+24
6.8060e+9, 7.7427e+24
7.4441e+9, 8.2221e+24
8.0743e+9, 9.7514e+24
9.1253e+9, 9.8981e+24
9.6967e+9, 1.0174e+25
